%T(Ga)     a (RE)      amin        amax         lod       lodmin      lodmax       obli       oblimin     oblimax       pre           premin        premax
 4.276   31.750815   29.065269   32.771340   10.419169    9.793606   10.671329   15.583893   15.490366   15.799513    606.019305    591.984933    644.001388
 4.277   31.731915   29.046440   32.752433   10.414578    9.789401   10.666579   15.580557   15.486972   15.796331    607.311752    593.250179    645.367285
 4.278   31.712788   29.027385   32.733305   10.409935    9.785148   10.661777   15.577183   15.483538   15.793111    608.623208    594.533955    646.753262
 4.279   31.693443   29.008114   32.713965   10.405242    9.780849   10.656925   15.573771   15.480067   15.789856    609.953219    595.835794    648.158829
 4.280   31.673887   28.988635   32.694422   10.400501    9.776506   10.652026   15.570323   15.476559   15.786567    611.301433    597.155337    649.583602
 4.281   31.654124   28.968953   32.674682   10.395713    9.772120   10.647080   15.566841   15.473016   15.783244    612.667588    598.492322    651.027302
 4.282   31.634161   28.949072   32.654749   10.390878    9.767693   10.642089   15.563325   15.469438   15.779889    614.051502    599.846576    652.489734
 4.283   31.614000   28.928997   32.634625   10.386000    9.763225   10.637054   15.559775   15.465826   15.776502    615.453055    601.218001    653.970780
 4.284   31.593645   28.908729   32.614311   10.381077    9.758717   10.631974   15.556192   15.462181   15.773083    616.872184    602.606560    655.470380
 4.285   31.573097   28.888270   32.593808   10.376111    9.754168   10.626851   15.552577   15.458503   15.769633    618.308868    604.012256    656.988523
 4.286   31.552358   28.867620   32.573116   10.371102    9.749581   10.621683   15.548930   15.454792   15.766153    619.763122    605.435124    658.525239
 4.287   31.531429   28.846780   32.552234   10.366051    9.744955   10.616473   15.545251   15.451049   15.762642    621.234992    606.875215    660.080582
 4.288   31.510311   28.825751   32.531166   10.360958    9.740289   10.611219   15.541540   15.447274   15.759101    622.724547    608.332594    661.654633
 4.289   31.489005   28.804533   32.509912   10.355823    9.735584   10.605922   15.537798   15.443467   15.755530    624.231879    609.807332    663.247483
 4.290   31.467511   28.783127   32.488475   10.350646    9.730841   10.600584   15.534025   15.439627   15.751929    625.757095    611.299517    664.859245
 4.291   31.445830   28.761534   32.466854   10.345428    9.726059   10.595204   15.530220   15.435757   15.748297    627.300320    612.809264    666.490046
 4.292   31.423961   28.739754   32.445050   10.340167    9.721238   10.589782   15.526384   15.431854   15.744636    628.861691    614.336703    668.140033
 4.293   31.401904   28.717785   32.423063   10.334867    9.716380   10.584319   15.522517   15.427920   15.740945    630.441355    615.881976    669.809362
 4.294   31.379660   28.695629   32.400893   10.329524    9.711483   10.578815   15.518619   15.423954   15.737224    632.039471    617.445242    671.498201
 4.295   31.357227   28.673285   32.378537   10.324140    9.706548   10.573268   15.514689   15.419956   15.733473    633.656205    619.026692    673.206726
 4.296   31.334607   28.650752   32.355992   10.318715    9.701574   10.567678   15.510728   15.415926   15.729693    635.291730    620.626543    674.935118
 4.297   31.311797   28.628031   32.333254   10.313248    9.696563   10.562045   15.506736   15.411865   15.725882    636.946226    622.245022    676.683569
 4.298   31.288798   28.605120   32.310320   10.307741    9.691513   10.556367   15.502713   15.407772   15.722042    638.619879    623.882351    678.452273
 4.299   31.265609   28.582020   32.287187   10.302191    9.686425   10.550645   15.498658   15.403647   15.718171    640.312878    625.538744    680.241431
 4.300   31.242230   28.558730   32.263854   10.296601    9.681297   10.544877   15.494572   15.399490   15.714270    642.025421    627.214403    682.051248
 4.301   31.218660   28.535249   32.240320   10.290969    9.676133   10.539064   15.490454   15.395302   15.710339    643.757705    628.909527    683.881936
 4.302   31.194899   28.511577   32.216587   10.285296    9.670928   10.533207   15.486306   15.391081   15.706378    645.509934    630.624305    685.733710
 4.303   31.170946   28.487713   32.192654   10.279581    9.665687   10.527305   15.482125   15.386828   15.702387    647.282315    632.358910    687.606794
 4.304   31.146801   28.463657   32.168525   10.273825    9.660406   10.521359   15.477913   15.382544   15.698366    649.075057    634.113514    689.501409
 4.305   31.122463   28.439408   32.144199   10.268027    9.655087   10.515370   15.473670   15.378227   15.694314    650.888371    635.888303    691.417780
 4.306   31.097931   28.414965   32.119677   10.262189    9.649730   10.509337   15.469394   15.373878   15.690232    652.722472    637.683483    693.356123
 4.307   31.073206   28.390330   32.094957   10.256308    9.644334   10.503261   15.465087   15.369497   15.686120    654.577576    639.499279    695.316658
 4.308   31.048286   28.365502   32.070038   10.250385    9.638900   10.497140   15.460749   15.365084   15.681977    656.453902    641.335935    697.299605
 4.309   31.023172   28.340481   32.044915   10.244421    9.633427   10.490974   15.456378   15.360638   15.677804    658.351667    643.193704    699.305189
 4.310   30.997862   28.315268   32.019586   10.238416    9.627917   10.484762   15.451976   15.356160   15.673600    660.271095    645.072835    701.333637
 4.311   30.972357   28.289861   31.994051   10.232369    9.622369   10.478506   15.447542   15.351650   15.669366    662.212407    646.973559    703.385184
 4.312   30.946656   28.264261   31.968309   10.226281    9.616781   10.472204   15.443077   15.347108   15.665102    664.175829    648.896089    705.460066
 4.313   30.920758   28.238467   31.942361   10.220151    9.611157   10.465857   15.438579   15.342533   15.660806    666.161585    650.840631    707.558522
 4.314   30.894663   28.212479   31.916208   10.213980    9.605495   10.459466   15.434050   15.337926   15.656481    668.169905    652.807374    709.680799
 4.315   30.868372   28.186295   31.889855   10.207767    9.599793   10.453031   15.429488   15.333287   15.652124    670.201015    654.796501    711.827152
 4.316   30.841883   28.159913   31.863302   10.201513    9.594054   10.446552   15.424895   15.328615   15.647737    672.255147    656.808193    713.997848
 4.317   30.815197   28.133332   31.836552   10.195217    9.588276   10.440032   15.420270   15.323911   15.643320    674.332532    658.842645    716.193155
 4.318   30.788312   28.106550   31.809606   10.188880    9.582458   10.433468   15.415613   15.319175   15.638872    676.433404    660.900069    718.413337
 4.319   30.761230   28.079568   31.782463   10.182502    9.576602   10.426863   15.410925   15.314406   15.634393    678.557998    662.980703    720.658651
 4.320   30.733949   28.052383   31.755122   10.176083    9.570706   10.420217   15.406204   15.309605   15.629884    680.706548    665.084794    722.929350
 4.321   30.706470   28.024997   31.727582   10.169622    9.564772   10.413527   15.401452   15.304772   15.625345    682.879293    667.212579    725.225686
 4.322   30.678792   27.997410   31.699843   10.163121    9.558798   10.406795   15.396668   15.299906   15.620775    685.076473    669.364289    727.547906
 4.323   30.650916   27.969621   31.671906   10.156579    9.552786   10.400021   15.391852   15.295009   15.616174    687.298326    671.540148    729.896249
 4.324   30.622841   27.941633   31.643772   10.149996    9.546736   10.393205   15.387005   15.290079   15.611543    689.545096    673.740388    732.270957
 4.325   30.594567   27.913445   31.615439   10.143371    9.540646   10.386347   15.382126   15.285117   15.606882    691.817027    675.965257    734.672285
 4.326   30.566094   27.885056   31.586906   10.136707    9.534520   10.379448   15.377215   15.280123   15.602190    694.114365    678.215021    737.100501
 4.327   30.537423   27.856466   31.558171   10.130002    9.528355   10.372506   15.372273   15.275097   15.597468    696.437357    680.489954    739.555890
 4.328   30.508552   27.827673   31.529231   10.123256    9.522151   10.365521   15.367299   15.270039   15.592716    698.786255    682.790334    742.038743
 4.329   30.479482   27.798675   31.500087   10.116470    9.515908   10.358494   15.362294   15.264949   15.587933    701.161313    685.116434    744.549353
 4.330   30.450214   27.769472   31.470735   10.109645    9.509626   10.351422   15.357257   15.259828   15.583121    703.562789    687.468522    747.088012
 4.331   30.418977   27.738299   31.439414   10.102366    9.502926   10.343884   15.351885   15.254365   15.577987    706.137109    689.989840    749.809483
 4.332   30.393432   27.712817   31.413783   10.096419    9.497455   10.337721   15.347494   15.249900   15.573791    708.251057    692.060541    752.044082
 4.333   30.366036   27.685478   31.386293   10.090047    9.491589   10.331117   15.342788   15.245114   15.569294    710.526946    694.289896    754.450050
 4.334   30.336714   27.656209   31.356871   10.083233    9.485313   10.324055   15.337753   15.239995   15.564482    712.972899    696.685836    757.035951
 4.335   30.305400   27.624944   31.325453   10.075962    9.478616   10.316521   15.332379   15.234531   15.559347    715.596671    699.255919    759.809965
 4.336   30.272044   27.591635   31.291992   10.068225    9.471488   10.308505   15.326659   15.228714   15.553879    718.404728    702.006429    762.778913
 4.337   30.236635   27.556272   31.256479   10.060022    9.463927   10.300008   15.320590   15.222544   15.548079    721.400697    704.940874    765.946624
 4.338   30.199228   27.518908   31.218972   10.051364    9.455947   10.291044   15.314184   15.216030   15.541956    724.582624    708.057312    769.311038
 4.339   30.160000   27.479720   31.179647   10.042296    9.447587   10.281657   15.307471   15.209204   15.535539    727.938269    711.343756    772.859231
 4.340   30.119214   27.438970   31.138768   10.032881    9.438903   10.271911   15.300496   15.202113   15.528872    731.447762    714.780756    776.570207
 4.341   30.074477   27.394264   31.093940   10.022566    9.429388   10.261238   15.292852   15.194341   15.521565    735.321501    718.574287    780.666500
 4.342   30.026820   27.346633   31.046195   10.011593    9.419264   10.249889   15.284716   15.186070   15.513788    739.476248    722.642872    785.060078
 4.343   29.977290   27.297126   30.996579   10.000207    9.408756   10.238112   15.276269   15.177481   15.505712    743.825251    726.901612    789.659179
 4.344   29.926810   27.246665   30.946012    9.988621    9.398061   10.226128   15.267667   15.168737   15.497488    748.290650    731.274308    794.381446
 4.345   29.875525   27.195398   30.894641    9.976867    9.387211   10.213974   15.258937   15.159862   15.489141    752.861463    735.750204    799.215245
 4.346   29.822710   27.142600   30.841743    9.964783    9.376053   10.201480   15.249955   15.150731   15.480553    757.605053    740.395216    804.231808
 4.347   29.767005   27.086910   30.785958    9.952059    9.364302   10.188325   15.240492   15.141111   15.471503    762.648737    745.333931    809.565780
 4.348   29.706745   27.026666   30.725626    9.938318    9.351611   10.174126   15.230266   15.130716   15.461724    768.152041    750.722463    815.385885
